OrderID,Date,Quantity,FanId,ProdId,Cost,Unit Price
600296,9/19/21,3,FAN-2390444,PROD-0013, $ 96.10 , $ 189.99 
617547,2/11/21,5,FAN-3347106,PROD-0001, $ 125.70 , $ 249.99 
617547,2/11/21,4,FAN-3347106,PROD-0002, $ 703.30 ," $ 1,399.99 "
617547,2/11/21,1,FAN-3347106,PROD-0003, $ 55.00 , $ 109.99 
617761,4/9/21,7,FAN-1234078,PROD-0004, $ 9.40 , $ 9.99 
618935,6/5/21,8,FAN-1582928,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
618935,6/5/21,1,FAN-1582928,PROD-0006, $ 179.60 , $ 349.99 
618935,6/5/21,5,FAN-1582928,PROD-0007, $ 241.50 , $ 479.99 
618935,6/5/21,5,FAN-1582928,PROD-0008, $ 92.60 , $ 179.99 
618935,6/5/21,2,FAN-1582928,PROD-0009, $ 10.50 , $ 19.99 
618935,6/5/21,8,FAN-1582928,PROD-0010, $ 16.60 , $ 29.99 
618935,6/5/21,3,FAN-1582928,PROD-0011, $ 294.00 , $ 579.99 
618935,6/5/21,6,FAN-1582928,PROD-0012, $ 18.70 , $ 29.99 
631892,6/4/21,7,FAN-2266113,PROD-0014, $ 14.40 , $ 19.99 
638060,9/11/21,4,FAN-7165972,PROD-0002, $ 703.30 ," $ 1,399.99 "
638060,9/11/21,1,FAN-7165972,PROD-0003, $ 55.00 , $ 109.99 
638060,9/11/21,7,FAN-7165972,PROD-0004, $ 9.40 , $ 9.99 
643457,6/6/21,9,FAN-1870592,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
648669,7/8/21,8,FAN-2873227,PROD-0010, $ 16.60 , $ 29.99 
648669,7/8/21,3,FAN-2873227,PROD-0011, $ 294.00 , $ 579.99 
649110,9/12/21,6,FAN-7603796,PROD-0013, $ 96.10 , $ 189.99 
649110,9/12/21,9,FAN-7603796,PROD-0014, $ 14.40 , $ 19.99 
649110,9/12/21,9,FAN-7603796,PROD-0015, $ 142.20 , $ 279.99 
660766,7/31/21,9,FAN-8622033,PROD-0018, $ 15.40 , $ 29.99 
660766,7/31/21,7,FAN-8622033,PROD-0019, $ 6.20 , $ 9.99 
665756,6/4/21,1,FAN-2810948,PROD-0003, $ 55.00 , $ 109.99 
671702,3/29/21,6,FAN-2266113,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
671702,3/29/21,3,FAN-2266113,PROD-0006, $ 179.60 , $ 349.99 
692236,9/17/21,4,FAN-3101105,PROD-0018, $ 15.40 , $ 29.99 
692236,9/17/21,2,FAN-3101105,PROD-0019, $ 6.20 , $ 9.99 
692823,4/17/21,3,FAN-1870592,PROD-0020, $ 66.30 , $ 129.99 
708585,1/21/21,8,FAN-1888427,PROD-0006, $ 179.60 , $ 349.99 
710012,12/29/21,5,FAN-3738861,PROD-0008, $ 92.60 , $ 179.99 
711283,9/24/21,6,FAN-8379456,PROD-0009, $ 10.50 , $ 19.99 
712029,4/9/21,6,FAN-2139863,PROD-0010, $ 16.60 , $ 29.99 
715148,7/16/21,2,FAN-6719098,PROD-0011, $ 294.00 , $ 579.99 
718668,5/25/21,2,FAN-6969291,PROD-0015, $ 142.20 , $ 279.99 
718668,5/25/21,6,FAN-6969291,PROD-0016, $ 46.40 , $ 89.99 
718668,5/25/21,4,FAN-6969291,PROD-0017, $ 5.30 , $ 9.99 
727062,4/24/21,2,FAN-5846137,PROD-0003, $ 55.00 , $ 109.99 
736091,2/7/21,2,FAN-3992782,PROD-0009, $ 10.50 , $ 19.99 
744187,6/1/21,3,FAN-4039618,PROD-0012, $ 18.70 , $ 29.99 
750483,1/22/21,7,FAN-9925460,PROD-0014, $ 14.40 , $ 19.99 
762165,8/19/21,3,FAN-7870436,PROD-0003, $ 55.00 , $ 109.99 
764071,1/9/21,1,FAN-2142178,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
771743,11/25/21,3,FAN-3046129,PROD-0007, $ 241.50 , $ 479.99 
774524,6/12/21,3,FAN-5846137,PROD-0011, $ 294.00 , $ 579.99 
776889,4/26/21,7,FAN-5044681,PROD-0016, $ 46.40 , $ 89.99 
776889,4/26/21,8,FAN-5044681,PROD-0017, $ 5.30 , $ 9.99 
776889,4/26/21,1,FAN-5044681,PROD-0018, $ 15.40 , $ 29.99 
780436,12/4/21,4,FAN-7834466,PROD-0002, $ 703.30 ," $ 1,399.99 "
780436,12/4/21,2,FAN-7834466,PROD-0003, $ 55.00 , $ 109.99 
780436,12/4/21,1,FAN-7834466,PROD-0004, $ 9.40 , $ 9.99 
785965,10/22/21,4,FAN-9425182,PROD-0009, $ 10.50 , $ 19.99 
789562,6/3/21,6,FAN-5577886,PROD-0011, $ 294.00 , $ 579.99 
796675,9/22/21,8,FAN-2677231,PROD-0019, $ 6.20 , $ 9.99 
797315,5/22/21,5,FAN-2142178,PROD-0020, $ 66.30 , $ 129.99 
798806,3/31/21,8,FAN-4493681,PROD-0004, $ 9.40 , $ 9.99 
805445,7/5/21,4,FAN-9704369,PROD-0008, $ 92.60 , $ 179.99 
818136,6/8/21,8,FAN-3943223,PROD-0001, $ 125.70 , $ 249.99 
818136,6/8/21,7,FAN-3943223,PROD-0002, $ 703.30 ," $ 1,399.99 "
818905,7/7/21,1,FAN-7404798,PROD-0003, $ 55.00 , $ 109.99 
823543,10/7/21,6,FAN-2602971,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
823921,7/2/21,2,FAN-9425182,PROD-0006, $ 179.60 , $ 349.99 
828072,9/28/21,6,FAN-9743416,PROD-0007, $ 241.50 , $ 479.99 
830952,5/26/21,4,FAN-7870436,PROD-0009, $ 10.50 , $ 19.99 
831066,2/14/21,6,FAN-1822456,PROD-0010, $ 16.60 , $ 29.99 
831831,2/9/21,2,FAN-2677231,PROD-0011, $ 294.00 , $ 579.99 
843126,6/27/21,4,FAN-2142178,PROD-0015, $ 142.20 , $ 279.99 
844949,1/23/21,9,FAN-4493681,PROD-0016, $ 46.40 , $ 89.99 
846390,3/19/21,3,FAN-3046129,PROD-0002, $ 703.30 ," $ 1,399.99 "
846931,2/4/21,3,FAN-2602971,PROD-0003, $ 55.00 , $ 109.99 
847435,5/16/21,9,FAN-8432214,PROD-0004, $ 9.40 , $ 9.99 
847435,5/16/21,3,FAN-8432214,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
847435,5/16/21,5,FAN-8432214,PROD-0006, $ 179.60 , $ 349.99 
849630,7/30/21,6,FAN-9425182,PROD-0009, $ 10.50 , $ 19.99 
852883,11/2/21,9,FAN-9743416,PROD-0013, $ 96.10 , $ 189.99 
860946,11/12/21,5,FAN-9915193,PROD-0016, $ 46.40 , $ 89.99 
860946,11/12/21,2,FAN-9915193,PROD-0017, $ 5.30 , $ 9.99 
860946,11/12/21,5,FAN-9915193,PROD-0018, $ 15.40 , $ 29.99 
860946,11/12/21,8,FAN-9915193,PROD-0019, $ 6.20 , $ 9.99 
860946,11/12/21,6,FAN-9915193,PROD-0020, $ 66.30 , $ 129.99 
862884,9/3/21,8,FAN-9915193,PROD-0002, $ 703.30 ," $ 1,399.99 "
870123,8/11/21,9,FAN-2677231,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
879020,5/11/21,8,FAN-2677231,PROD-0013, $ 96.10 , $ 189.99 
15201,5/16/22,2,FAN-1280995,PROD-0007, $ 241.50 , $ 479.99 
21917,12/28/22,9,FAN-3752631,PROD-0010, $ 16.60 , $ 29.99 
26976,3/11/22,9,FAN-6619778,PROD-0012, $ 18.70 , $ 29.99 
26976,3/11/22,7,FAN-6619778,PROD-0013, $ 96.10 , $ 189.99 
31699,11/10/22,9,FAN-3152141,PROD-0015, $ 142.20 , $ 279.99 
31909,6/18/22,3,FAN-1799995,PROD-0017, $ 5.30 , $ 9.99 
36268,12/1/22,1,FAN-2128618,PROD-0006, $ 179.60 , $ 349.99 
36268,12/1/22,7,FAN-2128618,PROD-0007, $ 241.50 , $ 479.99 
36268,12/1/22,3,FAN-2128618,PROD-0008, $ 92.60 , $ 179.99 
36268,12/1/22,8,FAN-2128618,PROD-0009, $ 10.50 , $ 19.99 
36268,12/1/22,1,FAN-2128618,PROD-0010, $ 16.60 , $ 29.99 
36268,12/1/22,5,FAN-2128618,PROD-0011, $ 294.00 , $ 579.99 
36268,12/1/22,5,FAN-2128618,PROD-0012, $ 18.70 , $ 29.99 
36268,12/1/22,9,FAN-2128618,PROD-0013, $ 96.10 , $ 189.99 
62001,5/22/22,6,FAN-7471670,PROD-0011, $ 294.00 , $ 579.99 
77058,11/3/22,3,FAN-2584299,PROD-0014, $ 14.40 , $ 19.99 
84112,7/7/22,2,FAN-1822456,PROD-0017, $ 5.30 , $ 9.99 
84112,7/7/22,5,FAN-1822456,PROD-0018, $ 15.40 , $ 29.99 
84112,7/7/22,5,FAN-1822456,PROD-0019, $ 6.20 , $ 9.99 
94391,8/6/22,9,FAN-5857056,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
107303,2/2/22,2,FAN-5475271,PROD-0011, $ 294.00 , $ 579.99 
115682,8/5/22,1,FAN-4443492,PROD-0017, $ 5.30 , $ 9.99 
116889,3/31/22,7,FAN-9834315,PROD-0018, $ 15.40 , $ 29.99 
118984,4/11/22,5,FAN-8780478,PROD-0020, $ 66.30 , $ 129.99 
119140,7/14/22,8,FAN-8145102,PROD-0001, $ 125.70 , $ 249.99 
119140,7/14/22,7,FAN-8145102,PROD-0002, $ 703.30 ," $ 1,399.99 "
140896,1/21/22,1,FAN-8391028,PROD-0020, $ 66.30 , $ 129.99 
149133,10/13/22,1,FAN-9526001,PROD-0008, $ 92.60 , $ 179.99 
150705,1/30/22,6,FAN-4846480,PROD-0015, $ 142.20 , $ 279.99 
154768,12/5/22,2,FAN-2381532,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
172217,1/7/22,4,FAN-9255968,PROD-0012, $ 18.70 , $ 29.99 
172217,1/7/22,2,FAN-9255968,PROD-0013, $ 96.10 , $ 189.99 
172217,1/7/22,4,FAN-9255968,PROD-0014, $ 14.40 , $ 19.99 
173310,10/7/22,7,FAN-1609646,PROD-0015, $ 142.20 , $ 279.99 
173310,10/7/22,3,FAN-1609646,PROD-0016, $ 46.40 , $ 89.99 
173310,10/7/22,6,FAN-1609646,PROD-0017, $ 5.30 , $ 9.99 
173310,10/7/22,4,FAN-1609646,PROD-0018, $ 15.40 , $ 29.99 
173310,10/7/22,3,FAN-1609646,PROD-0019, $ 6.20 , $ 9.99 
173310,10/7/22,3,FAN-1609646,PROD-0020, $ 66.30 , $ 129.99 
173310,10/7/22,8,FAN-1609646,PROD-0001, $ 125.70 , $ 249.99 
173310,10/7/22,7,FAN-1609646,PROD-0002, $ 703.30 ," $ 1,399.99 "
180784,11/20/22,9,FAN-1372955,PROD-0006, $ 179.60 , $ 349.99 
184871,10/9/22,5,FAN-1880545,PROD-0008, $ 92.60 , $ 179.99 
199905,8/15/22,7,FAN-9445680,PROD-0010, $ 16.60 , $ 29.99 
204085,4/27/22,8,FAN-1794102,PROD-0013, $ 96.10 , $ 189.99 
221574,10/19/22,9,FAN-9065391,PROD-0009, $ 10.50 , $ 19.99 
221574,10/19/22,2,FAN-9065391,PROD-0010, $ 16.60 , $ 29.99 
221574,10/19/22,3,FAN-9065391,PROD-0011, $ 294.00 , $ 579.99 
221574,10/19/22,9,FAN-9065391,PROD-0012, $ 18.70 , $ 29.99 
221574,10/19/22,9,FAN-9065391,PROD-0013, $ 96.10 , $ 189.99 
229128,3/27/22,2,FAN-5641799,PROD-0020, $ 66.30 , $ 129.99 
253783,8/27/22,7,FAN-4694466,PROD-0003, $ 55.00 , $ 109.99 
259624,12/13/22,7,FAN-5429490,PROD-0004, $ 9.40 , $ 9.99 
260367,2/26/22,8,FAN-4648879,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
264837,1/23/22,8,FAN-3480833,PROD-0015, $ 142.20 , $ 279.99 
269847,7/17/22,6,FAN-2306653,PROD-0003, $ 55.00 , $ 109.99 
273115,8/31/22,8,FAN-4821689,PROD-0004, $ 9.40 , $ 9.99 
292764,4/29/22,3,FAN-2768906,PROD-0015, $ 142.20 , $ 279.99 
300494,4/1/22,3,FAN-1306732,PROD-0019, $ 6.20 , $ 9.99 
304170,4/11/22,2,FAN-9886517,PROD-0001, $ 125.70 , $ 249.99 
309056,5/18/22,8,FAN-9255968,PROD-0003, $ 55.00 , $ 109.99 
315146,2/10/22,9,FAN-8877754,PROD-0006, $ 179.60 , $ 349.99 
323922,12/13/22,3,FAN-4114651,PROD-0014, $ 14.40 , $ 19.99 
323922,12/13/22,1,FAN-4114651,PROD-0015, $ 142.20 , $ 279.99 
323992,3/11/22,7,FAN-4114651,PROD-0016, $ 46.40 , $ 89.99 
327033,1/3/22,7,FAN-5429490,PROD-0019, $ 6.20 , $ 9.99 
334579,12/20/22,1,FAN-4648879,PROD-0007, $ 241.50 , $ 479.99 
336000,10/13/22,6,FAN-5241210,PROD-0008, $ 92.60 , $ 179.99 
336000,10/13/22,2,FAN-5241210,PROD-0009, $ 10.50 , $ 19.99 
336000,10/13/22,2,FAN-5241210,PROD-0010, $ 16.60 , $ 29.99 
347726,12/26/22,8,FAN-4935652,PROD-0020, $ 66.30 , $ 129.99 
348039,11/18/22,8,FAN-3480833,PROD-0001, $ 125.70 , $ 249.99 
354190,4/24/22,6,FAN-4064652,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
380385,5/9/22,7,FAN-9886517,PROD-0019, $ 6.20 , $ 9.99 
381754,11/27/22,4,FAN-2815399,PROD-0020, $ 66.30 , $ 129.99 
383762,3/3/22,9,FAN-2244761,PROD-0001, $ 125.70 , $ 249.99 
387208,7/4/22,3,FAN-9130200,PROD-0002, $ 703.30 ," $ 1,399.99 "
387208,7/4/22,7,FAN-9130200,PROD-0003, $ 55.00 , $ 109.99 
393749,3/30/22,9,FAN-8703655,PROD-0012, $ 18.70 , $ 29.99 
399281,10/24/22,5,FAN-3005348,PROD-0014, $ 14.40 , $ 19.99 
399281,10/24/22,5,FAN-3005348,PROD-0015, $ 142.20 , $ 279.99 
401938,2/1/22,2,FAN-8143164,PROD-0016, $ 46.40 , $ 89.99 
401938,2/1/22,3,FAN-8143164,PROD-0017, $ 5.30 , $ 9.99 
401938,2/1/22,8,FAN-8143164,PROD-0018, $ 15.40 , $ 29.99 
401938,2/1/22,4,FAN-8143164,PROD-0019, $ 6.20 , $ 9.99 
401938,2/1/22,7,FAN-8143164,PROD-0020, $ 66.30 , $ 129.99 
401938,2/1/22,6,FAN-8143164,PROD-0001, $ 125.70 , $ 249.99 
401938,2/1/22,3,FAN-8143164,PROD-0002, $ 703.30 ," $ 1,399.99 "
401938,2/1/22,8,FAN-8143164,PROD-0003, $ 55.00 , $ 109.99 
402786,3/15/22,8,FAN-6452215,PROD-0004, $ 9.40 , $ 9.99 
403315,4/24/22,2,FAN-6217465,PROD-0009, $ 10.50 , $ 19.99 
403315,4/24/22,7,FAN-6217465,PROD-0010, $ 16.60 , $ 29.99 
406313,6/29/22,2,FAN-1972995,PROD-0012, $ 18.70 , $ 29.99 
412000,10/1/22,4,FAN-2585654,PROD-0017, $ 5.30 , $ 9.99 
419823,1/22/22,4,FAN-8583850,PROD-0001, $ 125.70 , $ 249.99 
428363,12/26/22,9,FAN-7939695,PROD-0002, $ 703.30 ," $ 1,399.99 "
430866,4/20/22,5,FAN-1797243,PROD-0004, $ 9.40 , $ 9.99 
432112,11/21/22,5,FAN-1837426,PROD-0010, $ 16.60 , $ 29.99 
439180,6/13/22,6,FAN-8850457,PROD-0015, $ 142.20 , $ 279.99 
449516,3/21/22,7,FAN-6806240,PROD-0009, $ 10.50 , $ 19.99 
450836,9/2/22,8,FAN-5532874,PROD-0012, $ 18.70 , $ 29.99 
473116,5/2/22,5,FAN-4502391,PROD-0019, $ 6.20 , $ 9.99 
475758,12/20/22,7,FAN-7723409,PROD-0001, $ 125.70 , $ 249.99 
476118,7/6/22,7,FAN-6322324,PROD-0002, $ 703.30 ," $ 1,399.99 "
476118,7/6/22,1,FAN-6322324,PROD-0003, $ 55.00 , $ 109.99 
495306,7/31/22,4,FAN-8573412,PROD-0015, $ 142.20 , $ 279.99 
496908,8/17/22,7,FAN-4899454,PROD-0016, $ 46.40 , $ 89.99 
512568,8/2/22,9,FAN-7033922,PROD-0004, $ 9.40 , $ 9.99 
512568,8/2/22,2,FAN-7033922,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
512568,8/2/22,5,FAN-7033922,PROD-0006, $ 179.60 , $ 349.99 
512710,3/28/22,1,FAN-9606728,PROD-0010, $ 16.60 , $ 29.99 
514773,6/1/22,8,FAN-1613492,PROD-0011, $ 294.00 , $ 579.99 
514773,6/1/22,7,FAN-1613492,PROD-0012, $ 18.70 , $ 29.99 
527833,7/9/22,6,FAN-9776469,PROD-0018, $ 15.40 , $ 29.99 
529385,5/25/22,1,FAN-8771501,PROD-0020, $ 66.30 , $ 129.99 
541279,8/15/22,1,FAN-3007236,PROD-0003, $ 55.00 , $ 109.99 
551977,7/21/22,6,FAN-4899454,PROD-0007, $ 241.50 , $ 479.99 
554518,4/18/22,4,FAN-3383275,PROD-0008, $ 92.60 , $ 179.99 
555154,11/30/22,6,FAN-9951084,PROD-0009, $ 10.50 , $ 19.99 
561696,8/29/22,5,FAN-9239338,PROD-0020, $ 66.30 , $ 129.99 
561696,8/29/22,6,FAN-9239338,PROD-0001, $ 125.70 , $ 249.99 
561696,8/29/22,8,FAN-9239338,PROD-0002, $ 703.30 ," $ 1,399.99 "
570295,12/3/22,1,FAN-1173911,PROD-0006, $ 179.60 , $ 349.99 
570295,12/3/22,3,FAN-1173911,PROD-0007, $ 241.50 , $ 479.99 
570295,12/3/22,6,FAN-1173911,PROD-0008, $ 92.60 , $ 179.99 
570295,12/3/22,3,FAN-1173911,PROD-0009, $ 10.50 , $ 19.99 
570295,12/3/22,2,FAN-1173911,PROD-0010, $ 16.60 , $ 29.99 
570295,12/3/22,3,FAN-1173911,PROD-0011, $ 294.00 , $ 579.99 
570295,12/3/22,5,FAN-1173911,PROD-0012, $ 18.70 , $ 29.99 
570295,12/3/22,9,FAN-1173911,PROD-0013, $ 96.10 , $ 189.99 
572731,2/24/22,8,FAN-7723409,PROD-0015, $ 142.20 , $ 279.99 
572993,3/9/22,8,FAN-7337276,PROD-0016, $ 46.40 , $ 89.99 
572993,3/9/22,9,FAN-7337276,PROD-0017, $ 5.30 , $ 9.99 
615373,2/25/22,5,FAN-8622033,PROD-0019, $ 6.20 , $ 9.99 
632061,11/4/22,8,FAN-8832440,PROD-0015, $ 142.20 , $ 279.99 
634164,11/12/22,9,FAN-3453369,PROD-0016, $ 46.40 , $ 89.99 
634164,11/12/22,8,FAN-3453369,PROD-0017, $ 5.30 , $ 9.99 
634164,11/12/22,4,FAN-3453369,PROD-0018, $ 15.40 , $ 29.99 
634199,2/12/22,4,FAN-7165972,PROD-0019, $ 6.20 , $ 9.99 
634199,2/12/22,4,FAN-7165972,PROD-0020, $ 66.30 , $ 129.99 
644304,1/29/22,8,FAN-7227009,PROD-0006, $ 179.60 , $ 349.99 
646298,3/5/22,3,FAN-3101105,PROD-0007, $ 241.50 , $ 479.99 
649067,10/22/22,2,FAN-3738861,PROD-0012, $ 18.70 , $ 29.99 
654678,11/8/22,4,FAN-8379456,PROD-0016, $ 46.40 , $ 89.99 
663372,9/14/22,4,FAN-6719098,PROD-0020, $ 66.30 , $ 129.99 
663783,5/21/22,9,FAN-8622033,PROD-0002, $ 703.30 ," $ 1,399.99 "
681327,8/11/22,9,FAN-5241210,PROD-0013, $ 96.10 , $ 189.99 
681327,8/11/22,9,FAN-5241210,PROD-0014, $ 14.40 , $ 19.99 
681327,8/11/22,8,FAN-5241210,PROD-0015, $ 142.20 , $ 279.99 
706186,7/3/22,8,FAN-7227009,PROD-0004, $ 9.40 , $ 9.99 
718309,11/3/22,6,FAN-1570540,PROD-0012, $ 18.70 , $ 29.99 
718309,11/3/22,3,FAN-1570540,PROD-0013, $ 96.10 , $ 189.99 
718309,11/3/22,1,FAN-1570540,PROD-0014, $ 14.40 , $ 19.99 
721010,1/10/22,8,FAN-9915318,PROD-0018, $ 15.40 , $ 29.99 
723404,8/8/22,4,FAN-5021721,PROD-0019, $ 6.20 , $ 9.99 
723404,8/8/22,9,FAN-5021721,PROD-0020, $ 66.30 , $ 129.99 
731670,8/18/22,5,FAN-6217413,PROD-0008, $ 92.60 , $ 179.99 
740394,9/16/22,7,FAN-8737687,PROD-0010, $ 16.60 , $ 29.99 
740394,9/16/22,1,FAN-8737687,PROD-0011, $ 294.00 , $ 579.99 
753795,1/14/22,4,FAN-2602971,PROD-0015, $ 142.20 , $ 279.99 
756455,4/22/22,5,FAN-9425182,PROD-0016, $ 46.40 , $ 89.99 
757641,8/5/22,7,FAN-9743416,PROD-0017, $ 5.30 , $ 9.99 
772871,9/22/22,8,FAN-9704369,PROD-0010, $ 16.60 , $ 29.99 
775940,1/4/22,9,FAN-3992782,PROD-0014, $ 14.40 , $ 19.99 
776016,5/30/22,8,FAN-4039618,PROD-0015, $ 142.20 , $ 279.99 
777568,9/9/22,1,FAN-4979379,PROD-0019, $ 6.20 , $ 9.99 
777568,9/9/22,8,FAN-4979379,PROD-0020, $ 66.30 , $ 129.99 
784463,8/14/22,2,FAN-2602971,PROD-0006, $ 179.60 , $ 349.99 
789229,10/10/22,4,FAN-9743416,PROD-0010, $ 16.60 , $ 29.99 
792202,3/19/22,3,FAN-7870436,PROD-0012, $ 18.70 , $ 29.99 
797879,5/9/22,4,FAN-8905198,PROD-0001, $ 125.70 , $ 249.99 
797879,5/9/22,2,FAN-8905198,PROD-0002, $ 703.30 ," $ 1,399.99 "
797879,5/9/22,6,FAN-8905198,PROD-0003, $ 55.00 , $ 109.99 
804235,1/6/22,6,FAN-3046129,PROD-0007, $ 241.50 , $ 479.99 
810138,7/6/22,8,FAN-3768183,PROD-0015, $ 142.20 , $ 279.99 
815964,11/21/22,1,FAN-4039618,PROD-0018, $ 15.40 , $ 29.99 
817069,3/14/22,5,FAN-3433993,PROD-0019, $ 6.20 , $ 9.99 
817069,3/14/22,1,FAN-3433993,PROD-0020, $ 66.30 , $ 129.99 
821839,2/26/22,8,FAN-9925460,PROD-0004, $ 9.40 , $ 9.99 
841184,1/13/22,1,FAN-1822456,PROD-0012, $ 18.70 , $ 29.99 
841184,1/13/22,7,FAN-1822456,PROD-0013, $ 96.10 , $ 189.99 
841184,1/13/22,5,FAN-1822456,PROD-0014, $ 14.40 , $ 19.99 
854079,3/2/22,9,FAN-5577886,PROD-0014, $ 14.40 , $ 19.99 
864764,2/24/22,9,FAN-9915193,PROD-0003, $ 55.00 , $ 109.99 
868658,4/16/22,8,FAN-9915193,PROD-0004, $ 9.40 , $ 9.99 
870128,11/4/22,9,FAN-6192922,PROD-0006, $ 179.60 , $ 349.99 
870128,11/4/22,3,FAN-6192922,PROD-0007, $ 241.50 , $ 479.99 
870128,11/4/22,1,FAN-6192922,PROD-0008, $ 92.60 , $ 179.99 
883130,3/26/22,4,FAN-5974286,PROD-0018, $ 15.40 , $ 29.99 
883130,3/26/22,3,FAN-5974286,PROD-0019, $ 6.20 , $ 9.99 
883130,3/26/22,9,FAN-5974286,PROD-0020, $ 66.30 , $ 129.99 
885368,9/4/22,4,FAN-6246845,PROD-0002, $ 703.30 ," $ 1,399.99 "
885368,9/4/22,7,FAN-6246845,PROD-0003, $ 55.00 , $ 109.99 
885368,9/4/22,9,FAN-6246845,PROD-0004, $ 9.40 , $ 9.99 
885490,12/18/22,7,FAN-2142178,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
899046,11/23/22,3,FAN-4493681,PROD-0006, $ 179.60 , $ 349.99 
12817,3/12/23,4,FAN-7404798,PROD-0001, $ 125.70 , $ 249.99 
13049,1/21/23,4,FAN-6217413,PROD-0002, $ 703.30 ," $ 1,399.99 "
13049,1/21/23,8,FAN-6217413,PROD-0003, $ 55.00 , $ 109.99 
13049,1/21/23,4,FAN-6217413,PROD-0004, $ 9.40 , $ 9.99 
13049,1/21/23,6,FAN-6217413,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
19314,3/20/23,9,FAN-7404798,PROD-0008, $ 92.60 , $ 179.99 
31787,3/3/23,3,FAN-1080305,PROD-0016, $ 46.40 , $ 89.99 
34167,3/30/23,4,FAN-2267294,PROD-0020, $ 66.30 , $ 129.99 
47986,3/7/23,6,FAN-6217465,PROD-0019, $ 6.20 , $ 9.99 
53513,3/1/23,8,FAN-9753719,PROD-0003, $ 55.00 , $ 109.99 
53513,3/1/23,1,FAN-9753719,PROD-0004, $ 9.40 , $ 9.99 
53513,3/1/23,4,FAN-9753719,PROD-0005," $ 1,682.10 "," $ 3,359.99 "
55306,4/3/23,9,FAN-5616515,PROD-0007, $ 241.50 , $ 479.99 
79325,3/1/23,6,FAN-8198382,PROD-0015, $ 142.20 , $ 279.99 
84718,4/11/23,4,FAN-8143164,PROD-0020, $ 66.30 , $ 129.99 
84718,4/11/23,2,FAN-8143164,PROD-0001, $ 125.70 , $ 249.99 
84718,4/11/23,7,FAN-8143164,PROD-0002, $ 703.30 ," $ 1,399.99 "
89621,3/21/23,8,FAN-9910621,PROD-0003, $ 55.00 , $ 109.99 
99868,5/2/23,9,FAN-3752631,PROD-0008, $ 92.60 , $ 179.99 
99868,5/2/23,5,FAN-3752631,PROD-0009, $ 10.50 , $ 19.99 
117399,1/4/23,6,FAN-2720996,PROD-0019, $ 6.20 , $ 9.99 
128155,3/2/23,9,FAN-7923265,PROD-0014, $ 14.40 , $ 19.99 
131758,2/21/23,7,FAN-3982094,PROD-0017, $ 5.30 , $ 9.99 
135630,1/6/23,2,FAN-3003222,PROD-0018, $ 15.40 , $ 29.99 
208929,4/3/23,7,FAN-2815399,PROD-0018, $ 15.40 , $ 29.99 
208929,4/3/23,4,FAN-2815399,PROD-0019, $ 6.20 , $ 9.99 
208929,4/3/23,2,FAN-2815399,PROD-0020, $ 66.30 , $ 129.99 
211525,2/18/23,7,FAN-5094783,PROD-0001, $ 125.70 , $ 249.99 
213743,1/28/23,3,FAN-1029453,PROD-0006, $ 179.60 , $ 349.99 
229377,4/16/23,5,FAN-1509417,PROD-0001, $ 125.70 , $ 249.99 
239164,1/17/23,8,FAN-8546429,PROD-0006, $ 179.60 , $ 349.99 
239164,1/17/23,9,FAN-8546429,PROD-0007, $ 241.50 , $ 479.99 
247378,2/27/23,4,FAN-1293887,PROD-0016, $ 46.40 , $ 89.99 
260491,3/8/23,8,FAN-4935652,PROD-0006, $ 179.60 , $ 349.99 
263575,2/16/23,9,FAN-1175288,PROD-0007, $ 241.50 , $ 479.99 
263575,2/16/23,5,FAN-1175288,PROD-0008, $ 92.60 , $ 179.99 
263575,2/16/23,9,FAN-1175288,PROD-0009, $ 10.50 , $ 19.99 
263575,2/16/23,5,FAN-1175288,PROD-0010, $ 16.60 , $ 29.99 
263575,2/16/23,4,FAN-1175288,PROD-0011, $ 294.00 , $ 579.99 
263575,2/16/23,6,FAN-1175288,PROD-0012, $ 18.70 , $ 29.99 
263575,2/16/23,3,FAN-1175288,PROD-0013, $ 96.10 , $ 189.99 
263575,2/16/23,4,FAN-1175288,PROD-0014, $ 14.40 , $ 19.99 
285176,1/4/23,9,FAN-7165972,PROD-0006, $ 179.60 , $ 349.99 
285176,1/4/23,6,FAN-7165972,PROD-0007, $ 241.50 , $ 479.99 
285176,1/4/23,2,FAN-7165972,PROD-0008, $ 92.60 , $ 179.99 
285176,1/4/23,5,FAN-7165972,PROD-0009, $ 10.50 , $ 19.99 
315258,1/1/23,2,FAN-1293887,PROD-0007, $ 241.50 , $ 479.99 
